Transcript(ucsc/known) exons start end
uc001phl.3 10 102813720 102826463
uc001phm.3 8 102921412 102962944
uc001phn.1 90 102980159 103350591
uc001phq.3 7 103777913 104035027
uc001phr.2 1 103907307 103909922
uc001phz.3 6 104772275 104788902
uc001pid.1 9 104813593 104839325
uc001pim.5 9 104896236 104905884
uc001piq.1 2 104936887 104941419
uc001pir.1 4 104963195 104972158
uc001pix.2 17 105480799 105852819
uc001piz.3 3 105878628 105892954
uc001pjb.3 3 105921824 105948465
uc001pjc.1 6 105948291 105969419
uc001pje.3 6 106120745 106133959
uc001pjg.2 8 106544737 106889171
uc001pjo.1 3 107462470 107463949
uc001pjp.3 2 107578100 107582787
uc001pjq.3 8 107661716 107729914
uc001pjt.3 2 107799276 107834208
uc001pjv.3 19 107879407 107978488
uc001pjy.3 12 107992257 108018891
uc001pjz.4 18 108028118 108093365
uc001pkb.1 63 108093558 108239826
uc001pkh.3 9 108253726 108338258
uc001pkj.2 8 108342832 108369159
uc001pkk.3 6 108376157 108464374
uc001pkm.3 18 108535815 108811648
uc001pkv.1 6 110199129 110278336
uc001pkx.3 4 110300660 110335608
uc001pkz.2 16 110447758 110583451
uc001plc.3 4 111126706 111156972
uc001pld.3 2 111164113 111170539
uc001plg.4 5 111222980 111250157
uc001plh.1 6 111255461 111305769
uc001pli.1 6 111322063 111327330
uc001plj.3 6 111338255 111383079
uc001pll.3 2 111381326 111384613
uc001plr.2 8 111411232 111432470
uc001plt.3 15 111473169 111597632
uc001plu.1 1 111597214 111597245
uc001plw.1 16 111597631 111637169
uc001pmc.4 5 111744779 111750181
uc001pmd.3 4 111749947 111754797
uc001pmf.1 3 111779349 111782473
uc001pmg.2 2 111783459 111784817
uc001pmh.3 5 111783459 111797595
uc001pmm.3 17 111848032 111893307
uc001pmo.3 14 111895537 111935002
uc001pmp.4 6 111938522 111944895
uc001pmw.4 6 111944967 111955874
uc001pmx.3 2 111955538 111957522
uc001pmz.4 4 111957547 111966525
uc001pnb.2 6 112013973 112034840
uc001pnc.3 5 112038094 112043279
uc001pnf.3 12 112046207 112089649
uc001pnj.4 6 112097087 112104695
uc001pnn.3 3 112830002 112834134
uc001pnu.3 22 113185250 113237114
uc001pny.3 8 113258512 113271140
uc001poa.4 8 113280316 113346001
uc001poc.4 13 113558267 113577068
uc001poe.3 16 113603904 113644485
uc001pof.1 1 113659952 113661882
uc001poh.3 25 113668596 113746256
uc001pok.3 9 113775517 113817283
uc001poq.3 7 113931287 114121397
uc001pos.1 3 114166534 114183238
uc001pot.2 2 114262169 114271272
uc001pov.3 5 114271383 114279635
uc001poy.3 7 114310107 114321000
uc001ppa.3 6 114392436 114430580
uc001ppc.3 6 114441312 114466484
uc001ppi.4 10 115044344 115375241
uc001ppm.2 3 115626050 115630918
uc001ppn.3 10 116618885 116643714
uc001ppp.3 14 116649275 116658739
uc001pps.1 3 116691417 116694011
uc001ppt.1 4 116700623 116703787
uc001ppv.1 4 116706468 116708338
uc001ppy.3 24 116714117 116968993
uc001pqc.4 1 116941480 116942325
uc001pqd.3 3 117007261 117008585
uc001pqe.2 6 117014999 117041761
uc001pqh.1 26 117049938 117068161
uc001pqk.1 8 117066328 117072630
uc001pqm.3 5 117070039 117075508
uc001pqr.3 17 117075787 117102811
uc001pqt.4 15 117103340 117156404
uc001pqz.3 9 117156401 117186972
uc001prc.3 33 117198570 117283982
uc001prh.1 33 117298488 117667976
uc001prs.2 13 117771355 117800168
uc001prv.3 7 117857105 117872199
uc001pry.1 4 117886486 117957508
uc001pse.3 5 118004091 118023630
uc001psf.2 4 118033518 118047337
uc001psk.2 10 118064441 118095809
uc001psm.3 6 118100335 118123011
uc001psn.3 6 118124130 118135251
uc001psq.4 9 118175294 118186890
uc001pss.1 5 118209788 118213459
uc001psu.2 7 118215058 118224497
uc001psv.3 20 118230295 118269926
uc001psx.3 3 118272103 118280562
uc001psy.3 1 118303855 118305920
uc001ptb.3 36 118307204 118397539
uc001ptg.1 3 118398209 118401740
uc001pto.2 13 118415242 118436791
uc001ptq.3 10 118443101 118473747
uc001pts.3 23 118478305 118528748
uc001pty.1 16 118528941 118550381
uc001pub.2 14 118618472 118661657
uc001pue.4 2 118754474 118766980
uc001pug.3 8 118766850 118781613
uc001puh.3 5 118827007 118829269
uc001pui.3 6 118842416 118851995
uc001pul.3 11 118868851 118886455
uc001pum.3 1 118873670 118874303
uc001pun.2 5 118886421 118889057
uc001pux.3 26 118914895 118927925
uc001puz.1 14 118955586 118964259
uc001pvg.3 1 118964584 118966177
uc001pvi.3 9 118967212 118972785
uc001pvn.3 14 118978092 118987827
uc001pvq.3 10 118992232 119005765
uc001pvs.3 15 119019749 119033374
uc001pvw.3 10 119039439 119054725
uc001pvz.3 11 119056165 119060932
uc001pwe.4 16 119076985 119178859
uc001pwf.3 16 119179233 119187840
uc001pwh.3 1 119205209 119208024
uc001pwj.2 15 119209651 119217383
uc001pwm.4 13 119225924 119252436
uc001pwo.3 4 119252487 119369944
uc001pwr.3 4 119288654 119294246
uc001pwv.3 6 119531702 119599435
uc001pwz.3 9 119981993 120008863
uc001pxb.3 4 120081746 120100650
uc001pxd.1 8 120120467 120136641
uc001pxj.3 3 120195837 120204388
uc001pxl.2 41 120207617 120360645
uc001pxo.3 8 120894812 120960354
uc001pxu.3 5 121163387 121184119
uc001pxw.1 2 121318039 121323722
uc001pxx.3 48 121322911 121504471
uc001pyd.1 2 121959813 121972874
uc001pye.1 1 121966607 121969061
uc001pyf.3 1 121986061 121986923
uc001pyg.3 1 122017229 122017301
uc001pyh.1 1 122022936 122023016
uc001pyi.4 14 122526397 122685187
uc001pyj.3 10 122709254 122743347
uc001pym.4 9 122753235 122830430
uc001pyo.3 9 122928199 122932901
uc001pyt.3 7 122943032 123066007
uc001pyx.2 20 123396527 123493518
uc001pyz.3 1 123496110 123498476
uc001pzb.1 6 123499894 123525315
uc001pzd.1 9 123594996 123612363
uc001pzi.3 4 123753632 123756340
uc001pzk.1 1 123810323 123811280
uc001pzm.1 1 123847402 123848398
uc001pzp.1 1 123900329 123901265
uc001pzq.1 1 123908772 123909708
uc001pzt.3 18 123986110 124017618
uc001pzv.2 1 124055974 124056912
uc001qah.3 4 124481452 124490251
uc001qak.4 9 124492741 124505822
uc001qan.3 10 124505684 124543777
uc001qap.3 5 124543739 124564687
uc001qar.2 4 124609828 124617102
uc001qas.3 7 124617369 124622109
uc001qav.4 7 124623018 124632223
uc001qaz.1 4 124636393 124670299
uc001qbb.3 5 124670345 124704383
uc001qbc.3 28 124735304 124751370
uc001qbg.3 18 124754113 124767831
uc001qbj.1 1 124789145 124790573
uc001qbk.3 7 124789145 124806308
uc001qbm.4 16 124824016 124911385
uc001qbu.3 13 125034558 125303285
uc001qbx.3 10 125315640 125366206
uc001qbz.1 2 125365109 125368166
uc001qcb.3 11 125439297 125454575
uc001qcd.2 18 125462738 125491280
uc001qcg.4 13 125496250 125527042
uc001qcs.3 4 125542228 125550793
uc001qct.3 5 125616187 125619743
uc001qcu.3 4 125646027 125648714
uc001qcv.3 3 125703210 125709967
uc001qcy.2 4 125763379 125773116
uc001qcz.5 12 125774260 125793006
uc001qda.3 3 125821686 125826214
uc001qde.3 7 126071988 126081587
uc001qdf.3 9 126081618 126132879
uc001qdh.3 14 126132813 126138877
uc001qdi.3 11 126138934 126148027
uc001qdl.1 5 126152981 126163071
uc001qdp.3 6 126173646 126215644
uc001qdq.3 2 126211611 126225482
uc001qds.3 11 126225539 126284536
uc001qea.3 17 126293395 126870766
uc001qee.2 3 126810641 126814986
uc001qef.1 3 126872804 126875953
uc001qeg.1 3 126936896 126971201
uc001qeh.3 3 127140961 127206928
uc001qej.2 10 128328655 128457453
uc001qek.3 2 128551134 128556814
uc001qel.3 3 128561566 128565918
uc001qeo.2 2 128707908 128712429
uc001qet.3 3 128761312 128787951
uc001qeu.3 4 128769459 128775592
uc001qfc.4 4 129245880 129322174
uc001qfd.1 1 129564512 129568140
uc001qfe.1 6 129685740 129729898
uc001qfg.3 25 129733669 129762904
uc001qfm.3 22 129769600 129872730
uc001qfw.3 19 130029681 130080257
uc001qgb.4 6 130096573 130184607
uc001qgd.2 6 130184418 130263694
uc001qge.1 1 130272231 130273133
uc001qgg.4 9 130274817 130298539
uc001qgj.3 6 130714087 130732005
uc001qgk.4 11 130745765 130786382
uc001qgn.1 8 131403750 131410761
uc001qgq.3 8 131780711 132206716
uc001qgs.3 7 132284874 132813037
uc001qgv.1 7 133710516 133715392
uc001qgw.2 1 133766329 133771635
uc001qha.1 3 133902166 133911236
uc001qhb.3 9 133938819 134021652
uc001qhd.1 35 134022336 134094426
uc001qhe.3 6 134094560 134117686
uc001qhg.3 8 134118172 134123260
uc001qhk.3 11 134123433 134135746
uc001qhp.3 19 134201767 134246218
uc001qhq.3 7 134248397 134281812
uc001qhs.3 6 134306375 134375555
uc001qhv.1 10 246576 258332
uc001qhw.2 14 176048 287625
uc001qic.2 15 329786 372039
uc001qif.1 28 389222 498620
uc001qig.3 13 510740 551806
uc001qii.1 20 569542 671058
uc001qil.3 4 673461 772755
uc001qim.1 5 740056 755044
uc001qis.1 12 1021254 1058863
uc001qjb.2 19 1100403 1605099
uc001qjg.1 1 1615335 1616484
uc001qjh.3 2 1675158 1703331
uc001qjk.3 5 1738411 1756378
uc001qjm.3 8 1800246 1897845
uc001qjw.3 2 2038367 2045742
uc001qjx.1 9 2055213 2113677
uc001qjy.3 1 2080228 2080366
uc001qkx.2 4 2785166 2800323
uc001qkz.3 10 2904107 2914587
uc001qlb.2 12 2921786 2934237
uc001qlc.3 6 2934513 2944221
uc001qlf.3 9 2966846 2986321
uc001qlj.2 12 3000032 3050306
uc001qlq.1 2 3405367 3409390
uc001qlr.1 2 3427883 3434509
uc001qls.1 2 3445188 3445980
uc001qlw.1 1 3579697 3579731
uc001qly.1 1 3581870 3581899
uc001qlz.3 1 3585019 3585049
uc001qma.1 1 3587759 3587799
uc001qmc.1 1 3590833 3590862
uc001qmd.1 2 3592879 3601985
uc001qmf.4 10 3600363 3703138
uc001qml.2 8 3918026 3982608
uc001qmo.3 5 4382901 4414522
uc001qmp.3 6 4430358 4469190
uc001qmq.1 3 4477392 4488894
uc001qmr.1 3 4543307 4554780
uc001qms.3 14 4596900 4647637
uc001qmw.3 10 4647949 4669213
uc001qmx.3 13 4699243 4723041
uc001qnb.4 5 4724675 4754358
uc001qnc.3 11 4758263 4796720
uc001qne.1 11 4829751 4881892
uc001qng.3 2 4918341 4960278
uc001qnh.3 2 5019072 5027422
uc001qni.4 1 5153084 5155954
uc001qnj.1 3 5347213 5352317
uc001qnk.4 2 5541279 5604465
uc001qnm.2 26 5671816 6055398
uc001qnn.1 52 6058039 6233836
uc001qnq.2 8 6309481 6347437
uc001qnr.3 16 6419601 6437672
uc001qnu.3 10 6437922 6451283
uc001qnw.3 12 6456008 6484390
uc001qny.2 10 6493198 6500737
uc001qod.3 6 6554050 6560884
uc001qog.4 7 6561176 6571488
uc001qok.3 5 6571403 6579843
uc001qom.2 3 6601315 6602471
uc001qoo.2 32 6603297 6641132
uc001qop.2 9 6643584 6647537
uc001qpo.3 40 6679247 6716551
uc001qpq.1 2 6687787 6693905
uc001qpr.1 1 6690638 6690775
uc001qpu.1 10 6747241 6756580
uc001qpw.4 8 6759703 6772308
uc001qqf.2 6 6802956 6810009
uc001qqh.3 8 6833179 6841041
uc001qqq.3 5 6875540 6880118
uc001qqt.4 8 6881669 6887621
uc001qqv.2 10 6898637 6929976
uc001qqw.1 5 6930962 6936583
uc001qrd.3 11 6949374 6956557
uc001qrg.2 6 6957971 6960456
uc001qri.4 20 6961284 6975795
uc001qrk.4 7 6976583 6980110
uc001qrl.3 3 6980099 6982449
uc001qrp.3 8 7013896 7023406
uc001qru.1 12 7023613 7032859
uc001qrw.1 10 7033625 7053815
uc001qrz.3 3 7053202 7055165
uc001qsa.1 16 7055739 7070479
uc001qsc.1 1 7072861 7072929
uc001qsg.3 1 7076499 7076769
uc001qsh.4 7 7079943 7085165
uc001qsi.3 13 7085346 7125842
uc001qsl.3 12 7167979 7178335
uc001qsn.3 6 7247145 7261869
uc001qsp.3 12 7260903 7274447
uc001qsq.3 4 7276279 7281466
uc001qsr.3 18 7282966 7311530
uc001qsx.1 13 7456927 7480969
uc001qsy.3 20 7507556 7596749
uc001qsz.3 17 7623411 7656414
uc001qtb.3 5 7801995 7818502
uc001qte.3 2 7842380 7848360
uc001qtf.3 4 7864088 7870152
uc001qth.1 7 7882010 7902069
uc001qtn.3 12 7966396 8025495
uc001qtp.1 4 8025533 8051896
uc001qtq.1 1 8052069 8052674
uc001qtr.3 10 8071823 8088892
uc001qtu.3 11 8185358 8208118
uc001qtv.1 2 8210918 8218955
uc001qtw.1 1 8232080 8234759
uc001qtx.2 8 8234806 8250373
uc001qtz.1 6 8276227 8291203
uc001qud.1 5 8325149 8332642
uc001que.4 8 8332804 8353596
uc001qui.2 7 8373855 8380214
uc001quk.4 2 8509559 8543565
uc001qum.1 6 8608590 8630926
uc001qun.3 6 8666135 8674960
uc001quo.1 6 8685900 8693558
uc001qur.2 5 8754761 8765442
uc001qut.1 10 8798539 8815433
uc001qux.2 7 8850517 8929787
uc001quz.5 36 8975149 9029381
uc001qvd.3 15 9067315 9094060
uc001qvf.3 7 9092956 9102357
uc001qvg.3 5 9142220 9163340
uc001qvk.1 36 9220303 9268558
uc001qvl.3 36 9301435 9360966
uc001qvm.2 2 9392598 9395645
uc001qvp.2 14 9453689 9464427
uc001qvr.3 1 9481705 9481733
uc001qvs.3 1 9481920 9481986
uc001qvt.3 1 9488358 9488396
uc001qvw.1 1 9492398 9492435
uc001qvy.1 3 9570306 9572677
uc001qwb.1 12 9709909 9728864
uc001qwf.3 6 9822303 9852151
uc001qwi.3 4 9868455 9885895
uc001qwk.3 5 9905081 9913497
uc001qwn.3 5 10004967 10022458
uc001qwq.3 7 10103914 10138194
uc001qwu.3 6 10145661 10151899
uc001qwz.2 6 10163230 10171399
uc001qxa.3 9 10183275 10218565
uc001qxb.3 6 10223079 10251605
uc001qxg.2 6 10269375 10282868
uc001qxo.1 6 10310898 10324790
uc001qxq.3 4 10331556 10344403
uc001qxs.3 4 10365488 10375724
uc001qxx.4 6 10460416 10469850
uc001qya.1 4 10516367 10551105
uc001qye.3 4 10559982 10562356
uc001qyi.1 6 10568182 10573194
uc001qyl.3 7 10598637 10605979
uc001qyq.2 5 10756363 10766208
uc001qys.2 11 10771537 10826891
uc001qyt.3 10 10851675 10875953
uc001qyv.3 1 10954130 10955226
uc001qyx.3 1 10961692 10962767
uc001qyy.1 1 10977944 10978868
uc001qyz.4 4 10998447 11002075
uc001qzg.1 1 11060524 11062161
uc001qzi.4 3 11081833 11087444
uc001qzl.2 1 11138511 11139511
uc001qzm.2 1 11148560 11150474
uc001qzo.1 1 11182985 11184006
uc001qzp.1 1 11213963 11214893
uc001qzq.1 1 11243885 11244912
uc001qzr.1 1 11338598 11339543
uc001qzs.3 5 11418856 11422641
uc001qzt.4 4 11460014 11463369
uc001qzu.1 5 11504756 11508524
uc001qzy.3 8 11700963 11717335
uc001qzz.3 8 11802787 12048325
uc001rab.1 3 12202797 12208703
uc001rac.3 6 12223877 12252627
uc001rah.4 23 12268960 12419811
uc001rai.1 4 12482217 12503169
uc001rak.3 2 12508341 12510001
uc001ral.2 4 12510019 12619838
uc001rao.2 7 12626215 12715448
uc001rap.1 4 12764830 12798041
uc001raq.2 4 12813994 12849121
uc001rat.2 3 12870301 12875305
uc001rau.4 2 12878850 12944399
uc001rax.3 12 12966140 12982915
uc001rba.3 4 13043955 13066600
uc001rbb.4 1 13068762 13068852
uc001rbd.3 4 13127798 13153243
uc001rbe.1 3 13132770 13137576
uc001rbi.3 13 13197314 13236383
uc001rbn.3 7 13236470 13256630
uc001rbr.3 5 13349601 13369708
uc001rbs.2 3 13523604 13529679
uc001rbt.2 13 13714409 14133022
uc001rbw.3 15 14518610 14651697
uc001rcc.1 11 14656596 14720791
uc001rcd.3 27 14765567 14849519
uc001rcf.4 1 14923653 14924065
uc001rci.3 12 14939411 14956401
uc001rcj.4 2 14956505 14976791
uc001rck.1 2 14957583 14967116
uc001rcl.1 3 14982244 14996413
uc001rco.3 7 15066975 15091463
uc001rcq.1 6 15094949 15114562
uc001rcr.3 4 15125955 15134799
uc001rct.3 5 15260715 15374411
uc001rcv.2 27 15475190 15751265
uc001rdb.3 21 15773074 15942510
uc001rdc.4 10 16035287 16056410
uc001rde.3 9 16064185 16190315
uc001rdq.3 6 18233802 18243114
uc001rdt.3 32 18414473 18801352
uc001rdy.3 1 18891044 18892122
uc001ref.2 9 19592607 19675173
uc001reh.2 16 20522178 20837041
uc001rel.4 16 20963637 21069843
uc001req.4 15 21284127 21392730
uc001rer.3 14 21417533 21487832
uc001rev.3 3 21525801 21532914
uc001rew.3 12 21590537 21624182
uc001rex.3 16 21621843 21654603
uc001rez.2 5 21654698 21671337
uc001rfa.1 6 21679255 21684210
uc001rfb.3 16 21689122 21757781
uc001rfe.3 8 21788274 21810789
uc001rff.4 3 21917888 21927755
uc001rfh.3 38 21950323 22089628
uc001rfm.4 8 22199109 22218606
uc001rfo.4 5 22346324 22487648
uc001rfq.3 25 22601517 22697452
uc001rft.3 8 22778075 22843608
uc001rfu.1 9 23117505 23327057
uc001rfw.3 15 23685230 24102637
uc001rgb.1 4 24719897 24737102
uc001rgf.3 4 25146364 25150373
uc001rgk.3 16 25261222 25348094
uc001rgn.3 3 25348149 25357949
uc001rgp.1 6 25358179 25403854
uc001rgu.1 7 26097789 26110985
uc001rgx.3 5 26111963 26225807
uc001rhb.3 5 26272958 26278003
uc001rhc.3 2 26287896 26334217
uc001rhe.3 3 26348505 26387708
uc001rhg.3 57 26488284 26986131
uc001rhk.4 17 27058111 27091254
uc001rhm.3 7 27091304 27119581
uc001rhp.2 4 27175454 27183606
uc001rhq.3 2 27233989 27235455
uc001rhr.3 14 27397077 27478890
uc001rht.2 17 27485786 27578746
uc001rhx.3 4 27542721 27599558
uc001ric.2 29 27677044 27848497
uc001rig.1 1 27849427 27850566
uc001rih.3 8 27863705 27909237
uc001rij.3 3 27933186 27955973
uc001ril.3 5 28111016 28124916
uc001riq.3 12 28410134 28703099
uc001ris.5 12 29301935 29488549
uc001riu.1 7 29433350 29470781
uc001riv.3 14 29493578 29534143
uc001rix.1 28 29580488 29650619
uc001rjd.3 25 30781914 30848929
uc001rji.1 18 30862485 30907448
uc001rjo.2 5 30948614 30955645
uc001rjp.3 8 31079837 31149537
uc001rjq.2 3 31173696 31226781
uc001rjv.2 27 31226778 31257725
uc001rke.3 6 31433519 31479159
uc001rkf.1 1 31477249 31478879
uc001rkg.3 2 31516414 31522235
uc001rki.1 21 31535156 31743952
uc001rkm.3 4 31812608 31822016
uc001rkq.4 7 31824070 31882108
uc001rkr.3 1 31944118 31945175
uc001rks.3 6 32112352 32146043
uc001rku.3 10 32260184 32531141
uc001rkz.3 17 32655040 32798984
uc001rld.2 20 32832136 32898584
uc001rli.3 5 32899477 32908887
uc001rlj.4 14 32943679 33049780
uc001rll.1 7 33528347 33592754
uc001rlm.3 3 34175215 34181236
uc001rln.4 3 38710556 38723528
uc001rlq.3 4 38937978 38983614
uc001rls.1 20 39046001 39299420
uc001rly.3 38 39687029 39837192
uc001rmb.2 10 39945021 40013843
uc001rmc.3 13 40019971 40115720
uc001rmg.4 51 40618812 40763086
uc001rml.1 7 40959313 40964560
uc001rmp.1 1 41289751 41289889
uc001rms.4 8 42475647 42538673
uc001rmw.3 5 42550906 42632154
uc001rmz.3 8 42705887 42719932
uc001rng.1 13 42719946 42842422
uc001rnr.5 9 44122409 44152576
uc001rnt.3 12 44152746 44183346
uc001rob.3 10 44187525 44200178
uc001rod.3 8 44229961 44783541
uc001rok.1 4 45408538 45444882
uc001rol.3 1 45456400 45459194
uc001rom.2 3 45566816 45609789
uc001rop.3 1 46051607 46053435
uc001roq.3 1 46119502 46121704
uc001ros.1 21 46123619 46301819
uc001rov.1 1 46288602 46290522
uc001rox.3 15 46312913 46384401
uc001rpc.3 17 46576840 46663208
uc001rpg.3 16 46751970 46766645
uc001rpj.2 16 47158543 47219780
uc001rpk.3 2 47469489 47473734
uc001rpo.1 1 47599681 47601754
uc001rpp.2 3 47602202 47610226
uc001rpq.3 2 47610004 47630443
uc001rpr.3 17 48055714 48099844
uc001rpu.2 10 48103517 48119355
uc001rpv.3 4 48113033 48136077
uc001rpz.4 28 48128452 48152889
uc001rqd.3 3 48166966 48176536
uc001rql.3 10 48235319 48298814
uc001rqr.3 8 48357329 48362661
uc001rqu.3 54 48366747 48398285
uc001rrb.2 25 48499655 48540187
uc001rrh.3 4 48541571 48551377
uc001rrj.2 1 48577365 48579709
uc001rrl.1 1 48596121 48597075
uc001rrm.3 1 48722762 48724062
uc001rro.2 6 48733792 48744674
uc001rrr.3 9 48876285 48890297
uc001rrt.3 4 48961466 48963829
uc001rrz.2 9 49046994 49076008
uc001rsa.2 1 49048164 49048313
uc001rsb.1 1 49050430 49050565
uc001rsc.1 1 49061239 49061376
uc001rsd.4 9 49082240 49110781
uc001rsg.4 4 49121217 49159569
uc001rsh.4 21 49159974 49177877
uc001rsm.3 17 49223538 49245957
uc001rsn.3 5 49250915 49259653
uc001rso.3 8 49297892 49315359
uc001rsp.3 6 49315741 49319330
uc001rsr.2 5 49329991 49351252
uc001rss.3 5 49359122 49365641
uc001rsu.3 4 49372235 49376396
uc001rsv.1 2 49388932 49393088
uc001rsz.3 12 49396054 49412629
uc001rta.4 54 49412757 49449107
uc001rtc.1 8 49458467 49463775
uc001rte.1 1 49469480 49469506
uc001rtf.3 3 49483205 49488602
uc001rth.4 17 49490922 49504680
uc001rtm.3 4 49521566 49525304
uc001rtp.4 4 49578577 49583107
uc001rtt.1 4 49658864 49667113
uc001rtu.3 9 49688908 49692481
uc001rtx.4 15 49716970 49725514
uc001rtz.1 2 49726199 49730971
uc001rua.3 3 49741040 49745685
uc001rud.2 14 49760687 49921207
uc001ruh.1 15 49932939 49952077
uc001rui.1 14 49952085 49960222
uc001ruo.3 7 49981287 49999433
uc001rus.2 26 50017196 50038452
uc001ruv.1 26 50031723 50101197
uc001ruy.2 10 50135591 50158717
uc001rvg.3 3 50222325 50234937
uc001rvh.3 2 50229825 50236912
uc001rvj.2 12 50260678 50297760
uc001rvl.4 3 50302665 50305646
uc001rvm.3 6 50305735 50320122
uc001rvn.3 4 50344523 50352664
uc001rvo.3 4 50355278 50359465
uc001rvr.1 4 50366263 50370922
uc001rvs.2 17 50382944 50419307
uc001rvv.4 12 50451419 50477405
uc001rvx.4 13 50478982 50494494
uc001rvz.4 8 50497601 50505103
uc001rwd.4 10 50523580 50561097
uc001rwk.4 11 50569562 50677353
uc001rwl.2 8 50721094 50790405
uc001rwp.2 16 50794591 50873788
uc001rwv.3 38 50898767 51142450
uc001rww.4 7 51157788 51214943
uc001rwx.4 5 51236700 51281663
uc001rxb.3 2 51318533 51326300
uc001rxk.2 16 51379774 51422058
uc001rxu.2 5 51454987 51477454
uc001rxw.3 15 51487538 51566926
uc001rxz.3 6 51580718 51591950
uc001rye.1 4 51639132 51664202
uc001ryg.3 13 51674821 51717938
uc001ryi.1 8 51722226 51740463
uc001ryl.1 12 51745832 51785200
uc001rys.2 25 51818593 51909547
uc001ryt.2 4 51895611 51909547
uc001ryw.4 27 51985019 52206648
uc001rzc.3 2 52211675 52225701
uc001rzd.3 5 52281792 52285505
uc001rzk.3 9 52306112 52317145
uc001rzo.2 8 52400728 52409673
uc001rzt.3 7 52445185 52453291
uc001rzx.3 9 52562779 52585784
uc001rzz.3 4 52599364 52604639
uc001saa.1 9 52626953 52642709
uc001sab.3 9 52679696 52685299
uc001sad.3 9 52695648 52702947
uc001saf.2 9 52708084 52715182
uc001sag.3 9 52753789 52761309
uc001sah.1 9 52771595 52779417
uc001sai.1 9 52787734 52800176
uc001saj.2 9 52817853 52828110
uc001sak.3 9 52840434 52845910
uc001sal.4 9 52862299 52867569
uc001sam.3 9 52880957 52887181
uc001san.3 9 52908358 52914243
uc001sao.3 9 52937692 52946931
uc001sap.1 9 52959602 52967609
uc001saq.2 9 52979372 52995322
uc001sas.3 9 53001353 53012343
uc001sat.3 9 53038341 53045959
uc001sau.1 9 53068519 53074191
uc001saw.3 9 53083410 53097247
uc001sax.3 9 53161938 53171129
uc001say.3 9 53183468 53189892
uc001sbb.3 9 53215230 53228077
uc001sbc.1 9 53232745 53242778
uc001sbg.3 7 53342842 53346685
uc001sbh.4 15 53400061 53435993
uc001sbk.2 4 53436972 53448222
uc001sbp.3 29 53443834 53458162
uc001sbt.2 11 53458099 53473204
uc001sbu.1 4 53491435 53496128
uc001sbv.3 15 53497273 53518323
uc001sbz.3 17 53551446 53574693
uc001scb.4 7 53574534 53584654
uc001scc.3 16 53585106 53601000
uc001scf.3 10 53604349 53626040
uc001sch.2 2 53645369 53648190
uc001sck.2 31 53662082 53687427
uc001scl.3 6 53689234 53693234
